Date as of,First week,Last week,State,County name,FIPS County Code,Deaths involving COVID-19,Deaths from All Causes
09/30/2020,02/01/2020,09/26/2020,MS,Hancock County,28045,11,248
09/30/2020,02/01/2020,09/26/2020,MS,Jackson County,28059,71,1053
09/30/2020,02/01/2020,09/26/2020,MS,Lee County,28081,188,1504
09/30/2020,02/01/2020,09/26/2020,MS,Oktibbeha County,28105,40,238
09/30/2020,02/01/2020,09/26/2020,MS,Tate County,28137,11,138
09/30/2020,02/01/2020,09/26/2020,NC,Buncombe County,37021,90,2086
09/30/2020,02/01/2020,09/26/2020,NC,Catawba County,37035,43,1058
09/30/2020,02/01/2020,09/26/2020,NC,Haywood County,37087,27,419
09/30/2020,02/01/2020,09/26/2020,NC,Henderson County,37089,64,801
09/30/2020,02/01/2020,09/26/2020,NC,Hertford County,37091,21,178
09/30/2020,02/01/2020,09/26/2020,NC,Moore County,37125,52,853
09/30/2020,02/01/2020,09/26/2020,NC,Rutherford County,37161,12,430
09/30/2020,02/01/2020,09/26/2020,NC,Wake County,37183,236,3796
09/30/2020,02/01/2020,09/26/2020,ND,Grand Forks County,38035,19,448
09/30/2020,02/01/2020,09/26/2020,NE,Buffalo County,31019,21,365
09/30/2020,02/01/2020,09/26/2020,NE,Hamilton County,31081,15,55
09/30/2020,02/01/2020,09/26/2020,NH,Hillsborough County,33011,293,2587
09/30/2020,02/01/2020,09/26/2020,NJ,Essex County,34013,2023,6777
09/30/2020,02/01/2020,09/26/2020,NJ,Gloucester County,34015,202,1901
09/30/2020,02/01/2020,09/26/2020,NJ,Hudson County,34017,1085,3487
09/30/2020,02/01/2020,09/26/2020,NJ,Middlesex County,34023,1468,5948
09/30/2020,02/01/2020,09/26/2020,NJ,Monmouth County,34025,856,5003
09/30/2020,02/01/2020,09/26/2020,NV,Carson City,32510,11,728
09/30/2020,02/01/2020,09/26/2020,NY,Albany County,36001,206,2694
09/30/2020,02/01/2020,09/26/2020,NY,Schenectady County,36093,34,1104
09/30/2020,02/01/2020,09/26/2020,OH,Marion County,39101,33,476
09/30/2020,02/01/2020,09/26/2020,OH,Pickaway County,39129,14,311
09/30/2020,02/01/2020,09/26/2020,OH,Stark County,39151,168,3156
09/30/2020,02/01/2020,09/26/2020,OH,Wood County,39173,43,829
09/30/2020,02/01/2020,09/26/2020,OK,Bryan County,40013,11,291
09/30/2020,02/01/2020,09/26/2020,OK,Caddo County,40015,12,177
09/30/2020,02/01/2020,09/26/2020,OK,Rogers County,40131,10,490
09/30/2020,02/01/2020,09/26/2020,OR,Lane County,41039,16,2620
09/30/2020,02/01/2020,09/26/2020,MI,Livingston County,26093,35,913
09/30/2020,02/01/2020,09/26/2020,MI,Muskegon County,26121,81,1292
09/30/2020,02/01/2020,09/26/2020,MI,Wayne County,26163,2337,14923
09/30/2020,02/01/2020,09/26/2020,MN,Dakota County,27037,65,1531
09/30/2020,02/01/2020,09/26/2020,MO,Cole County,29051,22,596
09/30/2020,02/01/2020,09/26/2020,MO,Jackson County,29095,207,5289
09/30/2020,02/01/2020,09/26/2020,MS,Coahoma County,28027,24,196
09/30/2020,02/01/2020,09/26/2020,MS,Forrest County,28035,184,1127
09/30/2020,02/01/2020,09/26/2020,MS,Hinds County,28049,477,3273
09/30/2020,02/01/2020,09/26/2020,MS,Lamar County,28073,60,384
09/30/2020,02/01/2020,09/26/2020,MS,Leflore County,28083,85,384
09/30/2020,02/01/2020,09/26/2020,MS,Warren County,28149,64,421
09/30/2020,02/01/2020,09/26/2020,MS,Winston County,28159,11,121
09/30/2020,02/01/2020,09/26/2020,MS,Yazoo County,28163,16,167
09/30/2020,02/01/2020,09/26/2020,NC,Caldwell County,37027,12,485
09/30/2020,02/01/2020,09/26/2020,NC,Franklin County,37069,10,207
09/30/2020,02/01/2020,09/26/2020,NC,Lincoln County,37109,13,407
09/30/2020,02/01/2020,09/26/2020,NC,Onslow County,37133,13,524
09/30/2020,02/01/2020,09/26/2020,NC,Union County,37179,36,758
09/30/2020,02/01/2020,09/26/2020,ND,Ward County,38101,12,433
09/30/2020,02/01/2020,09/26/2020,NE,Sarpy County,31153,13,598
09/30/2020,02/01/2020,09/26/2020,NH,Rockingham County,33015,83,1599
09/30/2020,02/01/2020,09/26/2020,NJ,Cumberland County,34011,117,1139
09/30/2020,02/01/2020,09/26/2020,NJ,Morris County,34027,989,4231
09/30/2020,02/01/2020,09/26/2020,NJ,Salem County,34033,60,474
09/30/2020,02/01/2020,09/26/2020,NJ,Warren County,34041,138,723
09/30/2020,02/01/2020,09/26/2020,NV,Clark County,32003,1259,13519
09/30/2020,02/01/2020,09/26/2020,NY,Columbia County,36021,47,435
09/30/2020,02/01/2020,09/26/2020,NY,Fulton County,36035,31,340
09/30/2020,02/01/2020,09/26/2020,NY,Westchester County,36119,1882,6684
09/30/2020,02/01/2020,09/26/2020,OH,Butler County,39017,85,2150
09/30/2020,02/01/2020,09/26/2020,OH,Darke County,39037,31,353
09/30/2020,02/01/2020,09/26/2020,OH,Greene County,39057,16,788
09/30/2020,02/01/2020,09/26/2020,OH,Medina County,39103,22,867
09/30/2020,02/01/2020,09/26/2020,OH,Ottawa County,39123,17,219
09/30/2020,02/01/2020,09/26/2020,OH,Portage County,39133,46,889
09/30/2020,02/01/2020,09/26/2020,OK,Oklahoma County,40109,325,6765
09/30/2020,02/01/2020,09/26/2020,PA,Adams County,42001,15,589
09/30/2020,02/01/2020,09/26/2020,PA,Butler County,42019,14,1228
09/30/2020,02/01/2020,09/26/2020,PA,Lancaster County,42071,435,3758
09/30/2020,02/01/2020,09/26/2020,PA,Monroe County,42089,111,996
09/30/2020,02/01/2020,09/26/2020,PA,Montgomery County,42091,1150,6547
09/30/2020,02/01/2020,09/26/2020,PA,Schuylkill County,42107,33,1085
09/30/2020,02/01/2020,09/26/2020,RI,Washington County,44009,60,733
09/30/2020,02/01/2020,09/26/2020,SC,Berkeley County,45015,51,980
09/30/2020,02/01/2020,09/26/2020,SC,Fairfield County,45039,12,161
09/30/2020,02/01/2020,09/26/2020,SC,Kershaw County,45055,17,426
09/30/2020,02/01/2020,09/26/2020,TN,Knox County,47093,124,4530
09/30/2020,02/01/2020,09/26/2020,TN,Madison County,47113,163,1435
09/30/2020,02/01/2020,09/26/2020,TN,Sevier County,47155,11,634
09/30/2020,02/01/2020,09/26/2020,TN,Wilson County,47189,16,689
09/30/2020,02/01/2020,09/26/2020,TX,Angelina County,48005,65,776
09/30/2020,02/01/2020,09/26/2020,TX,Bowie County,48037,91,1074
09/30/2020,02/01/2020,09/26/2020,TX,Dallas County,48113,1044,12519
09/30/2020,02/01/2020,09/26/2020,SC,Newberry County,45071,15,294
09/30/2020,02/01/2020,09/26/2020,TN,Davidson County,47037,430,6549
09/30/2020,02/01/2020,09/26/2020,TN,McMinn County,47107,13,401
09/30/2020,02/01/2020,09/26/2020,TX,Atascosa County,48013,13,244
09/30/2020,02/01/2020,09/26/2020,TX,Bexar County,48029,1663,11787
09/30/2020,02/01/2020,09/26/2020,TX,Brazoria County,48039,129,1564
09/30/2020,02/01/2020,09/26/2020,TX,Cherokee County,48073,18,305
09/30/2020,02/01/2020,09/26/2020,TX,Ector County,48135,109,1035
09/30/2020,02/01/2020,09/26/2020,TX,Hale County,48189,39,180
09/30/2020,02/01/2020,09/26/2020,TX,Hays County,48209,28,815
09/30/2020,02/01/2020,09/26/2020,TX,Hidalgo County,48215,1548,4946
09/30/2020,02/01/2020,09/26/2020,TX,Jefferson County,48245,191,2279
09/30/2020,02/01/2020,09/26/2020,TX,Johnson County,48251,14,683
09/30/2020,02/01/2020,09/26/2020,TX,Nueces County,48355,491,2840
09/30/2020,02/01/2020,09/26/2020,TX,Potter County,48375,149,1503
09/30/2020,02/01/2020,09/26/2020,TX,Randall County,48381,16,444
09/30/2020,02/01/2020,09/26/2020,TX,Travis County,48453,493,5002
09/30/2020,02/01/2020,09/26/2020,TX,Wharton County,48481,31,253
09/30/2020,02/01/2020,09/26/2020,VA,Augusta County,51015,13,601
09/30/2020,02/01/2020,09/26/2020,VA,Rockingham County,51165,49,602
09/30/2020,02/01/2020,09/26/2020,VA,Shenandoah County,51171,39,317
09/30/2020,02/01/2020,09/26/2020,WA,Benton County,53005,151,1389
09/30/2020,02/01/2020,09/26/2020,WA,Kittitas County,53037,20,208
09/30/2020,02/01/2020,09/26/2020,WA,Pierce County,53053,171,4975
09/30/2020,02/01/2020,09/26/2020,WI,Fond du Lac County,55039,11,658
09/30/2020,02/01/2020,09/26/2020,WI,Washington County,55131,15,714
09/30/2020,02/01/2020,09/26/2020,WI,Wood County,55141,12,801
09/30/2020,02/01/2020,09/26/2020,NY,Richmond County,36085,982,3512
09/30/2020,02/01/2020,09/26/2020,TX,Kleberg County,48273,32,184
09/30/2020,02/01/2020,09/26/2020,TX,Lamb County,48279,13,90
09/30/2020,02/01/2020,09/26/2020,TX,San Patricio County,48409,12,291
09/30/2020,02/01/2020,09/26/2020,TX,Titus County,48449,18,246
09/30/2020,02/01/2020,09/26/2020,TX,Washington County,48477,35,230
09/30/2020,02/01/2020,09/26/2020,VA,Fairfax County,51059,506,3897
09/30/2020,02/01/2020,09/26/2020,VA,James City County,51095,11,473
09/30/2020,02/01/2020,09/26/2020,VA,Page County,51139,23,177
09/30/2020,02/01/2020,09/26/2020,VA,Charlottesville city,51540,55,748
09/30/2020,02/01/2020,09/26/2020,VA,Galax city,51640,38,141
09/30/2020,02/01/2020,09/26/2020,VA,Harrisonburg city,51660,16,187
09/30/2020,02/01/2020,09/26/2020,VA,Newport News city,51700,66,1385
09/30/2020,02/01/2020,09/26/2020,WA,Thurston County,53067,21,1672
09/30/2020,02/01/2020,09/26/2020,WI,Marathon County,55073,21,989
09/30/2020,02/01/2020,09/26/2020,WI,Rock County,55105,30,1150
09/30/2020,02/01/2020,09/26/2020,WV,Kanawha County,54039,75,1982
09/30/2020,02/01/2020,09/26/2020,WV,Ohio County,54069,19,608
09/30/2020,02/01/2020,09/26/2020,NY,Kings County,36047,6065,17303
09/30/2020,02/01/2020,09/26/2020,PA,Berks County,42011,379,2858
09/30/2020,02/01/2020,09/26/2020,PA,Columbia County,42037,26,310
09/30/2020,02/01/2020,09/26/2020,PA,Cumberland County,42041,105,1742
09/30/2020,02/01/2020,09/26/2020,PA,Luzerne County,42079,186,2816
09/30/2020,02/01/2020,09/26/2020,PA,Lycoming County,42081,29,940
09/30/2020,02/01/2020,09/26/2020,RI,Kent County,44003,115,1056
09/30/2020,02/01/2020,09/26/2020,SC,Anderson County,45007,165,1830
09/30/2020,02/01/2020,09/26/2020,SC,Greenville County,45045,303,3884
09/30/2020,02/01/2020,09/26/2020,SC,Greenwood County,45047,98,809
09/30/2020,02/01/2020,09/26/2020,SC,Orangeburg County,45075,114,811
09/30/2020,02/01/2020,09/26/2020,SC,Pickens County,45077,25,650
09/30/2020,02/01/2020,09/26/2020,TN,Carroll County,47017,13,247
09/30/2020,02/01/2020,09/26/2020,TN,Montgomery County,47125,28,917
09/30/2020,02/01/2020,09/26/2020,TX,Comal County,48091,117,990
09/30/2020,02/01/2020,09/26/2020,TX,Ellis County,48139,44,841
09/30/2020,02/01/2020,09/26/2020,TX,Gillespie County,48171,11,248
09/30/2020,02/01/2020,09/26/2020,TX,Gregg County,48183,100,1311
09/30/2020,02/01/2020,09/26/2020,TX,McLennan County,48309,124,1821
09/30/2020,02/01/2020,09/26/2020,TX,Starr County,48427,60,234
09/30/2020,02/01/2020,09/26/2020,TX,Tarrant County,48439,876,11188
09/30/2020,02/01/2020,09/26/2020,TX,Uvalde County,48463,23,181
09/30/2020,02/01/2020,09/26/2020,TX,Val Verde County,48465,63,243
09/30/2020,02/01/2020,09/26/2020,UT,Salt Lake County,49035,294,5493
09/30/2020,02/01/2020,09/26/2020,UT,Weber County,49057,32,1388
09/30/2020,02/01/2020,09/26/2020,VA,Accomack County,51001,20,298
09/30/2020,02/01/2020,09/26/2020,VA,Chesterfield County,51041,79,1731
09/30/2020,02/01/2020,09/26/2020,VA,Northampton County,51131,15,92
09/30/2020,02/01/2020,09/26/2020,VA,York County,51199,19,345
09/30/2020,02/01/2020,09/26/2020,VA,Alexandria city,51510,96,635
09/30/2020,02/01/2020,09/26/2020,VA,Chesapeake city,51550,53,1267
09/30/2020,02/01/2020,09/26/2020,VA,Danville city,51590,42,570
09/30/2020,02/01/2020,09/26/2020,VA,Hampton city,51650,27,817
09/30/2020,02/01/2020,09/26/2020,VA,Martinsville city,51690,43,297
09/30/2020,02/01/2020,09/26/2020,VA,Norfolk city,51710,104,1898
09/30/2020,02/01/2020,09/26/2020,VA,Virginia Beach city,51810,80,2188
09/30/2020,02/01/2020,09/26/2020,WI,Kenosha County,55059,82,1056
09/30/2020,02/01/2020,09/26/2020,WI,Walworth County,55127,32,585
09/30/2020,02/01/2020,09/26/2020,WI,Waukesha County,55133,86,2412
09/30/2020,02/01/2020,09/26/2020,WI,Waupaca County,55135,14,397
09/30/2020,02/01/2020,09/26/2020,WV,Wayne County,54099,10,164
09/30/2020,02/01/2020,09/26/2020,SC,Florence County,45041,320,2195
09/30/2020,02/01/2020,09/26/2020,SC,Georgetown County,45043,60,678
09/30/2020,02/01/2020,09/26/2020,SC,Richland County,45079,304,3029
09/30/2020,02/01/2020,09/26/2020,SC,Spartanburg County,45083,237,2690
09/30/2020,02/01/2020,09/26/2020,SC,Sumter County,45085,69,832
09/30/2020,02/01/2020,09/26/2020,SC,York County,45091,58,1477
09/30/2020,02/01/2020,09/26/2020,TN,Carter County,47019,15,448
09/30/2020,02/01/2020,09/26/2020,TN,Coffee County,47031,11,414
09/30/2020,02/01/2020,09/26/2020,TN,Dickson County,47043,16,370
09/30/2020,02/01/2020,09/26/2020,TN,Dyer County,47045,14,337
09/30/2020,02/01/2020,09/26/2020,TN,Hamilton County,47065,160,3745
09/30/2020,02/01/2020,09/26/2020,TN,Sullivan County,47163,59,2114
09/30/2020,02/01/2020,09/26/2020,TX,DeWitt County,48123,26,139
09/30/2020,02/01/2020,09/26/2020,TX,Grayson County,48181,58,1225
09/30/2020,02/01/2020,09/26/2020,TX,Harrison County,48203,15,285
09/30/2020,02/01/2020,09/26/2020,TX,Hunt County,48231,32,627
09/30/2020,02/01/2020,09/26/2020,TX,Jim Wells County,48249,14,212
09/30/2020,02/01/2020,09/26/2020,TX,Kaufman County,48257,18,520
09/30/2020,02/01/2020,09/26/2020,TX,Tom Green County,48451,78,933
09/30/2020,02/01/2020,09/26/2020,VA,Albemarle County,51003,38,749
09/30/2020,02/01/2020,09/26/2020,VA,Floyd County,51063,11,97
09/30/2020,02/01/2020,09/26/2020,VA,Salem city,51775,30,608
09/30/2020,02/01/2020,09/26/2020,WA,Walla Walla County,53071,10,437
09/30/2020,02/01/2020,09/26/2020,WI,Winnebago County,55139,21,1130
09/30/2020,02/01/2020,09/26/2020,WV,Berkeley County,54003,11,603
09/30/2020,02/01/2020,09/26/2020,WY,Natrona County,56025,10,604
09/30/2020,02/01/2020,09/26/2020,SC,Calhoun County,45017,13,102
09/30/2020,02/01/2020,09/26/2020,SC,Lancaster County,45057,46,581
09/30/2020,02/01/2020,09/26/2020,TN,Greene County,47059,18,528
09/30/2020,02/01/2020,09/26/2020,TN,Hamblen County,47063,29,575
09/30/2020,02/01/2020,09/26/2020,TN,Sumner County,47165,92,1117
09/30/2020,02/01/2020,09/26/2020,TN,Williamson County,47187,40,847
09/30/2020,02/01/2020,09/26/2020,TX,Brown County,48049,28,342
09/30/2020,02/01/2020,09/26/2020,TX,Cameron County,48061,1006,3109
09/30/2020,02/01/2020,09/26/2020,TX,Denton County,48121,178,2925
09/30/2020,02/01/2020,09/26/2020,TX,Harris County,48201,2700,23048
09/30/2020,02/01/2020,09/26/2020,TX,Hood County,48221,25,463
09/30/2020,02/01/2020,09/26/2020,TX,Karnes County,48255,13,84
09/30/2020,02/01/2020,09/26/2020,TX,Liberty County,48291,11,327
09/30/2020,02/01/2020,09/26/2020,TX,Midland County,48329,72,803
09/30/2020,02/01/2020,09/26/2020,TX,Panola County,48365,10,179
09/30/2020,02/01/2020,09/26/2020,TX,Parker County,48367,28,651
09/30/2020,02/01/2020,09/26/2020,TX,Wood County,48499,10,307
09/30/2020,02/01/2020,09/26/2020,UT,Utah County,49049,48,1915
09/30/2020,02/01/2020,09/26/2020,VA,Carroll County,51035,10,179
09/30/2020,02/01/2020,09/26/2020,VA,Hanover County,51085,83,924
09/30/2020,02/01/2020,09/26/2020,VA,Washington County,51191,16,436
09/30/2020,02/01/2020,09/26/2020,VA,Emporia city,51595,15,81
09/30/2020,02/01/2020,09/26/2020,VA,Fredericksburg city,51630,44,594
09/30/2020,02/01/2020,09/26/2020,VA,Lynchburg city,51680,55,1054
09/30/2020,02/01/2020,09/26/2020,VA,Manassas city,51683,95,376
09/30/2020,02/01/2020,09/26/2020,VA,Portsmouth city,51740,56,760
09/30/2020,02/01/2020,09/26/2020,WA,Snohomish County,53061,166,3715
09/30/2020,02/01/2020,09/26/2020,WA,Yakima County,53077,211,1562
09/30/2020,02/01/2020,09/26/2020,WI,Brown County,55009,76,1809
09/30/2020,02/01/2020,09/26/2020,WI,Eau Claire County,55035,10,813
09/30/2020,02/01/2020,09/26/2020,WI,La Crosse County,55063,12,978
09/30/2020,02/01/2020,09/26/2020,WV,Logan County,54045,25,264
09/30/2020,02/01/2020,09/26/2020,NY,Queens County,36081,5437,15094
09/30/2020,02/01/2020,09/26/2020,SC,Oconee County,45073,21,623
09/30/2020,02/01/2020,09/26/2020,SD,Minnehaha County,46099,135,1603
09/30/2020,02/01/2020,09/26/2020,TN,Blount County,47009,17,912
09/30/2020,02/01/2020,09/26/2020,TN,Bradley County,47011,21,751
09/30/2020,02/01/2020,09/26/2020,TN,Henderson County,47077,10,205
09/30/2020,02/01/2020,09/26/2020,TN,Putnam County,47141,45,847
09/30/2020,02/01/2020,09/26/2020,TX,Anderson County,48001,24,375
09/30/2020,02/01/2020,09/26/2020,TX,Bell County,48027,115,2134
09/30/2020,02/01/2020,09/26/2020,TX,Fort Bend County,48157,252,2570
09/30/2020,02/01/2020,09/26/2020,TX,Galveston County,48167,283,1958
09/30/2020,02/01/2020,09/26/2020,TX,Guadalupe County,48187,61,699
09/30/2020,02/01/2020,09/26/2020,TX,Henderson County,48213,13,591
09/30/2020,02/01/2020,09/26/2020,TX,Limestone County,48293,11,171
09/30/2020,02/01/2020,09/26/2020,TX,Lubbock County,48303,240,2655
09/30/2020,02/01/2020,09/26/2020,TX,Medina County,48325,10,223
09/30/2020,02/01/2020,09/26/2020,TX,Polk County,48373,10,364
09/30/2020,02/01/2020,09/26/2020,TX,Rockwall County,48397,54,591
09/30/2020,02/01/2020,09/26/2020,TX,Smith County,48423,244,2687
09/30/2020,02/01/2020,09/26/2020,TX,Walker County,48471,26,327
09/30/2020,02/01/2020,09/26/2020,TX,Wise County,48497,21,428
09/30/2020,02/01/2020,09/26/2020,UT,Davis County,49011,22,1274
09/30/2020,02/01/2020,09/26/2020,UT,Washington County,49053,41,1223
09/30/2020,02/01/2020,09/26/2020,VA,Arlington County,51013,165,1035
09/30/2020,02/01/2020,09/26/2020,VA,Culpeper County,51047,14,259
09/30/2020,02/01/2020,09/26/2020,VA,Henrico County,51087,188,2387
09/30/2020,02/01/2020,09/26/2020,VA,Colonial Heights city,51570,10,154
09/30/2020,02/01/2020,09/26/2020,VA,Suffolk city,51800,78,670
09/30/2020,02/01/2020,09/26/2020,VA,Winchester city,51840,30,756
09/30/2020,02/01/2020,09/26/2020,VT,Chittenden County,50007,49,1115
09/30/2020,02/01/2020,09/26/2020,WA,Chelan County,53007,28,656
09/30/2020,02/01/2020,09/26/2020,WA,Kitsap County,53035,12,1396
09/30/2020,02/01/2020,09/26/2020,WA,Spokane County,53063,158,3710
09/30/2020,02/01/2020,09/26/2020,PA,Northumberland County,42097,40,585
09/30/2020,02/01/2020,09/26/2020,SC,Colleton County,45029,35,371
09/30/2020,02/01/2020,09/26/2020,SC,Darlington County,45031,55,445
09/30/2020,02/01/2020,09/26/2020,SC,Dillon County,45033,15,229
09/30/2020,02/01/2020,09/26/2020,SC,Williamsburg County,45089,15,194
09/30/2020,02/01/2020,09/26/2020,SD,Pennington County,46103,47,811
09/30/2020,02/01/2020,09/26/2020,TN,Maury County,47119,33,800
09/30/2020,02/01/2020,09/26/2020,TN,Washington County,47179,56,1563
09/30/2020,02/01/2020,09/26/2020,TX,Brazos County,48041,110,1085
09/30/2020,02/01/2020,09/26/2020,TX,Burnet County,48053,17,323
09/30/2020,02/01/2020,09/26/2020,TX,Collin County,48085,253,4296
09/30/2020,02/01/2020,09/26/2020,TX,Lavaca County,48285,16,148
09/30/2020,02/01/2020,09/26/2020,TX,Matagorda County,48321,36,221
09/30/2020,02/01/2020,09/26/2020,TX,Maverick County,48323,70,299
09/30/2020,02/01/2020,09/26/2020,TX,Montgomery County,48339,294,3786
09/30/2020,02/01/2020,09/26/2020,TX,Nacogdoches County,48347,91,531
09/30/2020,02/01/2020,09/26/2020,TX,Navarro County,48349,16,307
09/30/2020,02/01/2020,09/26/2020,TX,Somervell County,48425,14,77
09/30/2020,02/01/2020,09/26/2020,TX,Taylor County,48441,72,1213
09/30/2020,02/01/2020,09/26/2020,TX,Wichita County,48485,28,1101
09/30/2020,02/01/2020,09/26/2020,TX,Williamson County,48491,186,2492
09/30/2020,02/01/2020,09/26/2020,TX,Wilson County,48493,17,255
09/30/2020,02/01/2020,09/26/2020,UT,San Juan County,49037,10,68
09/30/2020,02/01/2020,09/26/2020,VA,Fauquier County,51061,22,358
09/30/2020,02/01/2020,09/26/2020,VA,Loudoun County,51107,129,1291
09/30/2020,02/01/2020,09/26/2020,VA,Prince William County,51153,123,1245
09/30/2020,02/01/2020,09/26/2020,VA,Spotsylvania County,51177,26,538
09/30/2020,02/01/2020,09/26/2020,VA,Franklin city,51620,11,111
09/30/2020,02/01/2020,09/26/2020,VA,Hopewell city,51670,17,236
09/30/2020,02/01/2020,09/26/2020,VA,Petersburg city,51730,69,557
09/30/2020,02/01/2020,09/26/2020,VA,Richmond city,51760,96,2108
09/30/2020,02/01/2020,09/26/2020,WA,Franklin County,53021,32,236
09/30/2020,02/01/2020,09/26/2020,WA,Island County,53029,13,390
09/30/2020,02/01/2020,09/26/2020,WA,Skagit County,53057,18,844
09/30/2020,02/01/2020,09/26/2020,WI,Racine County,55101,73,1202
09/30/2020,02/01/2020,09/26/2020,WV,Monongalia County,54061,23,1068
09/30/2020,02/01/2020,09/26/2020,PA,Montour County,42093,35,849
09/30/2020,02/01/2020,09/26/2020,PA,Northampton County,42095,276,2061
09/30/2020,02/01/2020,09/26/2020,PA,Philadelphia County,42101,1638,11829
09/30/2020,02/01/2020,09/26/2020,RI,Providence County,44007,870,4961
09/30/2020,02/01/2020,09/26/2020,SC,Chesterfield County,45025,21,312
09/30/2020,02/01/2020,09/26/2020,SC,Clarendon County,45027,32,229
09/30/2020,02/01/2020,09/26/2020,SC,Dorchester County,45035,55,669
09/30/2020,02/01/2020,09/26/2020,SC,Horry County,45051,208,2943
09/30/2020,02/01/2020,09/26/2020,SC,Jasper County,45053,24,224
09/30/2020,02/01/2020,09/26/2020,TN,Anderson County,47001,13,748
09/30/2020,02/01/2020,09/26/2020,TN,Robertson County,47147,14,441
09/30/2020,02/01/2020,09/26/2020,TN,Rutherford County,47149,118,1908
09/30/2020,02/01/2020,09/26/2020,TN,Shelby County,47157,475,7263
09/30/2020,02/01/2020,09/26/2020,TX,Caldwell County,48055,15,215
09/30/2020,02/01/2020,09/26/2020,TX,El Paso County,48141,566,4722
09/30/2020,02/01/2020,09/26/2020,TX,Lamar County,48277,47,508
09/30/2020,02/01/2020,09/26/2020,TX,Victoria County,48469,163,852
09/30/2020,02/01/2020,09/26/2020,TX,Webb County,48479,270,1235
09/30/2020,02/01/2020,09/26/2020,VA,Mecklenburg County,51117,33,324
09/30/2020,02/01/2020,09/26/2020,VA,Patrick County,51141,13,125
09/30/2020,02/01/2020,09/26/2020,VA,Southampton County,51175,11,91
09/30/2020,02/01/2020,09/26/2020,VA,Roanoke city,51770,58,1595
09/30/2020,02/01/2020,09/26/2020,WA,Clark County,53011,60,2760
09/30/2020,02/01/2020,09/26/2020,WA,King County,53033,710,9833
09/30/2020,02/01/2020,09/26/2020,WA,Whatcom County,53073,46,1223
09/30/2020,02/01/2020,09/26/2020,WI,Dane County,55025,64,3075
09/30/2020,02/01/2020,09/26/2020,WI,Dodge County,55027,12,606
09/30/2020,02/01/2020,09/26/2020,WI,Grant County,55043,16,292
09/30/2020,02/01/2020,09/26/2020,WI,Outagamie County,55087,38,1151
09/30/2020,02/01/2020,09/26/2020,WI,Ozaukee County,55089,60,791
09/30/2020,02/01/2020,09/26/2020,WI,Sheboygan County,55117,18,767
09/30/2020,02/01/2020,09/26/2020,WV,Cabell County,54011,14,1243
09/30/2020,02/01/2020,09/26/2020,WV,Mercer County,54055,23,486
09/30/2020,02/01/2020,09/26/2020,NY,Bronx County,36005,4296,12814
09/30/2020,02/01/2020,09/26/2020,NY,New York County,36061,3957,13248
